SignatureA	SignatureB	LD
CALML3	GNG3 MTCH1	2
CALML3	GNG3 SEC14L4	2
CALML3	GNG3 TAS2R16	2
CALML3	GPR68	1
CALML3	GPR68 GRM4	2
CALML3	GRM4	1
CALML3	GRM4 ITPR3	2
CALML3	GTF2F2	1
CALML3	GUCY2D	1
CALML3	H1F0	1
CALML3	H1F0 SOX2 TGFB3	3
CALML3	HAO1	1
CALML3	HBE1	1
CALML3	HCN2	1
CALML3	HRG	1
CALML3	HRG RASGRF1	2
CALML3	HRG RYR1	2
CALML3	HRG TNFSF10	2
CALML3	HSP90AA1	1
CALML3	HTR2A	1
CALML3	IAPP	1
CALML3	ICAM4 PCSK5	2
CALML3	ID4	1
CALML3	IL2RA	1
CALML3	ITPR3	1
CALML3	ITPR3 PTPRR	2
CALML3	KCNA1	1
CALML3	KCNA1 RASGRF1 SRRM1	3
CALML3	KCNA1 UBQLN3	2
CALML3	KCNJ16	1
CALML3	KCNJ16 SCN2A	2
CALML3	KCNJ9 KIAA0922	2
CALML3	KCNQ1DN TRH	2
CALML3	KIAA0922	1
CALML3	KIF14	1
CALML3	KRT33B NCF1	2
CALML3	KRT33B SLC7A2	2
CALML3	LAMA2	1
CALML3	LAMA2 TLE4 TP53	3
CALML3	LAP3	1
CALML3	LFNG	1
CALML3	LRP2BP	1
CALML3	MED22	1
CALML3	MS4A2	1
CALML3	MTCH1	1
CALML3	MYO16	1
CALML3	MYO16 PRMT1	2
CALML3	MYO16 UBQLN3	2
CALML3	MYO3A	1
CALML3	NHLH2	1
CALML3	NHLH2 SERINC2 UBQLN3	3
CALML3	NPY2R	1
CALML3	NPY5R	1
CALML3	NPY5R SCN1B	2
CALML3	PABPN1	1
CALML3	PABPN1 SCN1B SLCO4C1	3
CALML3	PAIP2B	1
CALML3	PAIP2B SLC6A13	2
CALML3	PF4V1	1
CALML3	PLA2G2E	1
CALML3	PODXL	1
CALML3	POLQ	1
CALML3	PRMT1	1
CALML3	PRMT1 UBQLN3	2
CALML3	PTGER1	1
CALML3	PTPRR	1
CALML3	RASGRF1	1
CALML3	RASGRF1 STXBP2 TDO2	3
CALML3	RASGRP3	1
CALML3	RGS16	1
CALML3	RYR1	1
CALML3	RYR1 SSTR4	2
CALML3	SCN1B	1
CALML3	SCN2A	1
CALML3	SEC14L4	1
CALML3	SERINC2	1
CALML3	SLC12A2	1
CALML3	SLC16A7	1
CALML3	SLC25A1	1
CALML3	SLC30A3	1
CALML3	SLC6A13	1
CALML3	SLC8A2	1
CALML3	SLCO1A2	1
CALML3	SLCO2A1	1
CALML3	SPAG8	1
CALML3	SRRM1	1
CALML3	SSTR4	1
CALML3	ST3GAL1	1
CALML3	STK39	1
CALML3	SV2B	1
CALML3	SYNE1	1
CALML3	TAS2R16	1
CALML3	TGFB3	1
CALML3	TLE4	1
CALML3	TLE4 TP53	2
CALML3	TMEM57	1
CALML3	TNFAIP8	1
CALML3	TNFSF10	1
CALML3	TNS1	1
CALML3	TP53	1
CALML3	TP53 TRPC6	2
CALML3	TRPC6	1
CALML3	TSGA10	1
CALML3	TST	1
CALML3	U2AF2	1
CALML3	UBQLN3	1
CALML3	UCN	1
CALML3	VPS4A	1
CALML3	WNT1	1
CARD9	CARD9 FGR SRRM1	-3
CARD9	CCDC121 SEC14L4 SPAG8	3
CARD9	CCL2	1
CARD9	CD209	1
CARD9	CDK2	1
CARD9	CDK2 GPR68	2
CARD9	CDK2 SCN2A SLC8A2	3
CARD9	CEP152	1
CARD9	CLTCL1 ID4	2
CARD9	COCH	1
CARD9	COL1A2	1
CARD9	COX17	1
CARD9	COX17 LAMA2	2
CARD9	CRB1	1
CARD9	CREB1	1
CARD9	CRYGC MAP3K1 POLQ	3
CARD9	CXCL13	1
CARD9	CXCL13 DLX5 LRP2BP	3
CARD9	CXCL2	1
CARD9	CXCL2 PTGER1	2
CARD9	CYP1A1 LAMA2	2
CARD9	CYP1A1 LAMA2 TRPC6	3
CARD9	CYP1A1 NHLH2	2
CARD9	CYP1A1 PABPN1	2
CARD9	CYP3A4	1
CARD9	CYP3A4 E2F6 ITPR3 SRRM1	4
CARD9	CYP3A4 ELF3 POLQ	3
CARD9	CYP3A4 FMO1 HNRNPL	3
CARD9	CYP3A4 FXYD6	2
CARD9	CYP3A4 PODXL	2
CARD9	CYP4A11 GKN1 ZSCAN18	3
CARD9	CYP4F8	1
CARD9	CYP4F8 ICAM4	2
CARD9	CYP4F8 MYO3A	2
CARD9	DAPK2	1
CARD9	DDR2 PRKCB	2
CARD9	DLX5	1
CARD9	DLX5 GRM4 TAS2R16	3
CARD9	DNM3	1
CARD9	DNM3 STXBP2	2
CARD9	DPPA4	1
CARD9	DPPA4 HRG	2
CARD9	DTNA	1
CARD9	DYNC1H1 SNAI1	2
CARD9	E2F6 PTGER1	2
CARD9	ELF3	1
CARD9	ELF3 FGF22	2
CARD9	ELF3 PTGER1	2
CARD9	ELF3 SCN1B SLCO4C1	3
CARD9	EPHA7	1
CARD9	EWSR1	1
CARD9	EWSR1 HRG	2
CARD9	EWSR1 MED22	2
CARD9	EWSR1 PRMT1	2
CARD9	EWSR1 SCN2A	2
CARD9	EWSR1 SLC7A2	2
CARD9	EWSR1 SPRR1A	2
CARD9	EWSR1 UBQLN3	2
CARD9	FGA	1
CARD9	FGB	1
CARD9	FGF22	1
CARD9	FGR	1
CARD9	FXYD6	1
CARD9	GAS1 TP53	2
CARD9	GLDC ZSCAN18	2
CARD9	GLTSCR2	1
CARD9	GLTSCR2 MTCH1	2
CARD9	GNG3	1
CARD9	GNG3 HBE1	2
CARD9	GNG3 HTR2A	2
CARD9	GNG3 MTCH1	2
CARD9	GNG3 SEC14L4	2
CARD9	GNG3 TAS2R16	2
CARD9	GPR68	1
CARD9	GPR68 GRM4	2
CARD9	GRM4	1
CARD9	GRM4 ITPR3	2
CARD9	GTF2F2	1
CARD9	GUCY2D	1
CARD9	H1F0	1
CARD9	H1F0 SOX2 TGFB3	3
CARD9	HAO1	1
CARD9	HBE1	1
CARD9	HCN2	1
CARD9	HRG	1
CARD9	HRG RASGRF1	2
CARD9	HRG RYR1	2
CARD9	HRG TNFSF10	2
CARD9	HSP90AA1	1
CARD9	HTR2A	1
CARD9	IAPP	1
CARD9	ICAM4 PCSK5	2
CARD9	ID4	1
CARD9	IL2RA	1
CARD9	ITPR3	1
CARD9	ITPR3 PTPRR	2
CARD9	KCNA1	1
CARD9	KCNA1 RASGRF1 SRRM1	3
CARD9	KCNA1 UBQLN3	2
CARD9	KCNJ16	1
CARD9	KCNJ16 SCN2A	2
CARD9	KCNJ9 KIAA0922	2
CARD9	KCNQ1DN TRH	2
CARD9	KIAA0922	1
CARD9	KIF14	1
CARD9	KRT33B NCF1	2
CARD9	KRT33B SLC7A2	2
CARD9	LAMA2	1
CARD9	LAMA2 TLE4 TP53	3
CARD9	LAP3	1
CARD9	LFNG	1
CARD9	LRP2BP	1
CARD9	MED22	1
CARD9	MS4A2	1
CARD9	MTCH1	1
CARD9	MYO16	1
CARD9	MYO16 PRMT1	2
CARD9	MYO16 UBQLN3	2
CARD9	MYO3A	1
CARD9	NHLH2	1
CARD9	NHLH2 SERINC2 UBQLN3	3
CARD9	NPY2R	1
CARD9	NPY5R	1
CARD9	NPY5R SCN1B	2
CARD9	PABPN1	1
CARD9	PABPN1 SCN1B SLCO4C1	3
CARD9	PAIP2B	1
CARD9	PAIP2B SLC6A13	2
CARD9	PF4V1	1
CARD9	PLA2G2E	1
CARD9	PODXL	1
CARD9	POLQ	1
CARD9	PRMT1	1
CARD9	PRMT1 UBQLN3	2
CARD9	PTGER1	1
CARD9	PTPRR	1
CARD9	RASGRF1	1
CARD9	RASGRF1 STXBP2 TDO2	3
CARD9	RASGRP3	1
CARD9	RGS16	1
CARD9	RYR1	1
CARD9	RYR1 SSTR4	2
CARD9	SCN1B	1
CARD9	SCN2A	1
CARD9	SEC14L4	1
CARD9	SERINC2	1
CARD9	SLC12A2	1
CARD9	SLC16A7	1
CARD9	SLC25A1	1
CARD9	SLC30A3	1
CARD9	SLC6A13	1
CARD9	SLC8A2	1
CARD9	SLCO1A2	1
CARD9	SLCO2A1	1
CARD9	SPAG8	1
CARD9	SRRM1	1
CARD9	SSTR4	1
CARD9	ST3GAL1	1
CARD9	STK39	1
CARD9	SV2B	1
CARD9	SYNE1	1
CARD9	TAS2R16	1
CARD9	TGFB3	1
CARD9	TLE4	1
CARD9	TLE4 TP53	2
CARD9	TMEM57	1
CARD9	TNFAIP8	1
CARD9	TNFSF10	1
CARD9	TNS1	1
CARD9	TP53	1
CARD9	TP53 TRPC6	2
CARD9	TRPC6	1
CARD9	TSGA10	1
CARD9	TST	1
CARD9	U2AF2	1
CARD9	UBQLN3	1
CARD9	UCN	1
CARD9	VPS4A	1
CARD9	WNT1	1
CARD9 FGR SRRM1	CCDC121 SEC14L4 SPAG8	3
CARD9 FGR SRRM1	CCL2	3
CARD9 FGR SRRM1	CD209	3
CARD9 FGR SRRM1	CDK2	3
CARD9 FGR SRRM1	CDK2 GPR68	3
CARD9 FGR SRRM1	CDK2 SCN2A SLC8A2	3
CARD9 FGR SRRM1	CEP152	3
CARD9 FGR SRRM1	CLTCL1 ID4	3
CARD9 FGR SRRM1	COCH	3
CARD9 FGR SRRM1	COL1A2	3
CARD9 FGR SRRM1	COX17	3
CARD9 FGR SRRM1	COX17 LAMA2	3
CARD9 FGR SRRM1	CRB1	3
CARD9 FGR SRRM1	CREB1	3
CARD9 FGR SRRM1	CRYGC MAP3K1 POLQ	3
CARD9 FGR SRRM1	CXCL13	3
CARD9 FGR SRRM1	CXCL13 DLX5 LRP2BP	3
CARD9 FGR SRRM1	CXCL2	3
CARD9 FGR SRRM1	CXCL2 PTGER1	3
CARD9 FGR SRRM1	CYP1A1 LAMA2	3
CARD9 FGR SRRM1	CYP1A1 LAMA2 TRPC6	3
CARD9 FGR SRRM1	CYP1A1 NHLH2	3
CARD9 FGR SRRM1	CYP1A1 PABPN1	3
CARD9 FGR SRRM1	CYP3A4	3
CARD9 FGR SRRM1	CYP3A4 E2F6 ITPR3 SRRM1	-2
CARD9 FGR SRRM1	CYP3A4 ELF3 POLQ	3
CARD9 FGR SRRM1	CYP3A4 FMO1 HNRNPL	3
CARD9 FGR SRRM1	CYP3A4 FXYD6	3
CARD9 FGR SRRM1	CYP3A4 PODXL	3
CARD9 FGR SRRM1	CYP4A11 GKN1 ZSCAN18	3
CARD9 FGR SRRM1	CYP4F8	3
CARD9 FGR SRRM1	CYP4F8 ICAM4	3
CARD9 FGR SRRM1	CYP4F8 MYO3A	3
CARD9 FGR SRRM1	DAPK2	3
CARD9 FGR SRRM1	DDR2 PRKCB	3
CARD9 FGR SRRM1	DLX5	3
CARD9 FGR SRRM1	DLX5 GRM4 TAS2R16	3
CARD9 FGR SRRM1	DNM3	3
CARD9 FGR SRRM1	DNM3 STXBP2	3
CARD9 FGR SRRM1	DPPA4	3
CARD9 FGR SRRM1	DPPA4 HRG	3
CARD9 FGR SRRM1	DTNA	3
CARD9 FGR SRRM1	DYNC1H1 SNAI1	3
CARD9 FGR SRRM1	E2F6 PTGER1	3
CARD9 FGR SRRM1	ELF3	3
CARD9 FGR SRRM1	ELF3 FGF22	3
CARD9 FGR SRRM1	ELF3 PTGER1	3
CARD9 FGR SRRM1	ELF3 SCN1B SLCO4C1	3
CARD9 FGR SRRM1	EPHA7	3
CARD9 FGR SRRM1	EWSR1	3
CARD9 FGR SRRM1	EWSR1 HRG	3
CARD9 FGR SRRM1	EWSR1 MED22	3
CARD9 FGR SRRM1	EWSR1 PRMT1	3
CARD9 FGR SRRM1	EWSR1 SCN2A	3
CARD9 FGR SRRM1	EWSR1 SLC7A2	3
CARD9 FGR SRRM1	EWSR1 SPRR1A	3
CARD9 FGR SRRM1	EWSR1 UBQLN3	3
CARD9 FGR SRRM1	FGA	3
CARD9 FGR SRRM1	FGB	3
CARD9 FGR SRRM1	FGF22	3
CARD9 FGR SRRM1	FGR	-3
CARD9 FGR SRRM1	FXYD6	3
CARD9 FGR SRRM1	GAS1 TP53	3
CARD9 FGR SRRM1	GLDC ZSCAN18	3
CARD9 FGR SRRM1	GLTSCR2	3
CARD9 FGR SRRM1	GLTSCR2 MTCH1	3
CARD9 FGR SRRM1	GNG3	3
CARD9 FGR SRRM1	GNG3 HBE1	3
CARD9 FGR SRRM1	GNG3 HTR2A	3
CARD9 FGR SRRM1	GNG3 MTCH1	3
CARD9 FGR SRRM1	GNG3 SEC14L4	3
CARD9 FGR SRRM1	GNG3 TAS2R16	3
CARD9 FGR SRRM1	GPR68	3
CARD9 FGR SRRM1	GPR68 GRM4	3
CARD9 FGR SRRM1	GRM4	3
CARD9 FGR SRRM1	GRM4 ITPR3	3
CARD9 FGR SRRM1	GTF2F2	3
CARD9 FGR SRRM1	GUCY2D	3
CARD9 FGR SRRM1	H1F0	3
CARD9 FGR SRRM1	H1F0 SOX2 TGFB3	3
CARD9 FGR SRRM1	HAO1	3
CARD9 FGR SRRM1	HBE1	3
CARD9 FGR SRRM1	HCN2	3
CARD9 FGR SRRM1	HRG	3
CARD9 FGR SRRM1	HRG RASGRF1	3
CARD9 FGR SRRM1	HRG RYR1	3
CARD9 FGR SRRM1	HRG TNFSF10	3
CARD9 FGR SRRM1	HSP90AA1	3
CARD9 FGR SRRM1	HTR2A	3
CARD9 FGR SRRM1	IAPP	3
CARD9 FGR SRRM1	ICAM4 PCSK5	3
CARD9 FGR SRRM1	ID4	3
CARD9 FGR SRRM1	IL2RA	3
CARD9 FGR SRRM1	ITPR3	3
CARD9 FGR SRRM1	ITPR3 PTPRR	3
CARD9 FGR SRRM1	KCNA1	3
CARD9 FGR SRRM1	KCNA1 RASGRF1 SRRM1	-3
CARD9 FGR SRRM1	KCNA1 UBQLN3	3
CARD9 FGR SRRM1	KCNJ16	3
CARD9 FGR SRRM1	KCNJ16 SCN2A	3
CARD9 FGR SRRM1	KCNJ9 KIAA0922	3
CARD9 FGR SRRM1	KCNQ1DN TRH	3
CARD9 FGR SRRM1	KIAA0922	3
CARD9 FGR SRRM1	KIF14	3
CARD9 FGR SRRM1	KRT33B NCF1	3
CARD9 FGR SRRM1	KRT33B SLC7A2	3
CARD9 FGR SRRM1	LAMA2	3
CARD9 FGR SRRM1	LAMA2 TLE4 TP53	3
CARD9 FGR SRRM1	LAP3	3
CARD9 FGR SRRM1	LFNG	3
CARD9 FGR SRRM1	LRP2BP	3
CARD9 FGR SRRM1	MED22	3
CARD9 FGR SRRM1	MS4A2	3
CARD9 FGR SRRM1	MTCH1	3
CARD9 FGR SRRM1	MYO16	3
CARD9 FGR SRRM1	MYO16 PRMT1	3
CARD9 FGR SRRM1	MYO16 UBQLN3	3
CARD9 FGR SRRM1	MYO3A	3
CARD9 FGR SRRM1	NHLH2	3
CARD9 FGR SRRM1	NHLH2 SERINC2 UBQLN3	3
CARD9 FGR SRRM1	NPY2R	3
CARD9 FGR SRRM1	NPY5R	3
CARD9 FGR SRRM1	NPY5R SCN1B	3
CARD9 FGR SRRM1	PABPN1	3
CARD9 FGR SRRM1	PABPN1 SCN1B SLCO4C1	3
CARD9 FGR SRRM1	PAIP2B	3
CARD9 FGR SRRM1	PAIP2B SLC6A13	3
CARD9 FGR SRRM1	PF4V1	3
CARD9 FGR SRRM1	PLA2G2E	3
CARD9 FGR SRRM1	PODXL	3
CARD9 FGR SRRM1	POLQ	3
CARD9 FGR SRRM1	PRMT1	3
CARD9 FGR SRRM1	PRMT1 UBQLN3	3
CARD9 FGR SRRM1	PTGER1	3
CARD9 FGR SRRM1	PTPRR	3
CARD9 FGR SRRM1	RASGRF1	3
CARD9 FGR SRRM1	RASGRF1 STXBP2 TDO2	3
CARD9 FGR SRRM1	RASGRP3	3
CARD9 FGR SRRM1	RGS16	3
CARD9 FGR SRRM1	RYR1	3
CARD9 FGR SRRM1	RYR1 SSTR4	3
CARD9 FGR SRRM1	SCN1B	3
CARD9 FGR SRRM1	SCN2A	3
CARD9 FGR SRRM1	SEC14L4	3
CARD9 FGR SRRM1	SERINC2	3
CARD9 FGR SRRM1	SLC12A2	3
CARD9 FGR SRRM1	SLC16A7	3
CARD9 FGR SRRM1	SLC25A1	3
CARD9 FGR SRRM1	SLC30A3	3
CARD9 FGR SRRM1	SLC6A13	3
CARD9 FGR SRRM1	SLC8A2	3
CARD9 FGR SRRM1	SLCO1A2	3
CARD9 FGR SRRM1	SLCO2A1	3
CARD9 FGR SRRM1	SPAG8	3
CARD9 FGR SRRM1	SRRM1	-3
CARD9 FGR SRRM1	SSTR4	3
CARD9 FGR SRRM1	ST3GAL1	3
CARD9 FGR SRRM1	STK39	3
CARD9 FGR SRRM1	SV2B	3
CARD9 FGR SRRM1	SYNE1	3
CARD9 FGR SRRM1	TAS2R16	3
CARD9 FGR SRRM1	TGFB3	3
CARD9 FGR SRRM1	TLE4	3
CARD9 FGR SRRM1	TLE4 TP53	3
CARD9 FGR SRRM1	TMEM57	3
CARD9 FGR SRRM1	TNFAIP8	3
CARD9 FGR SRRM1	TNFSF10	3
CARD9 FGR SRRM1	TNS1	3
CARD9 FGR SRRM1	TP53	3
CARD9 FGR SRRM1	TP53 TRPC6	3
CARD9 FGR SRRM1	TRPC6	3
CARD9 FGR SRRM1	TSGA10	3
CARD9 FGR SRRM1	TST	3
CARD9 FGR SRRM1	U2AF2	3
CARD9 FGR SRRM1	UBQLN3	3
CARD9 FGR SRRM1	UCN	3
CARD9 FGR SRRM1	VPS4A	3
CARD9 FGR SRRM1	WNT1	3
CCDC121 SEC14L4 SPAG8	CCL2	3
CCDC121 SEC14L4 SPAG8	CD209	3
CCDC121 SEC14L4 SPAG8	CDK2	3
CCDC121 SEC14L4 SPAG8	CDK2 GPR68	3
CCDC121 SEC14L4 SPAG8	CDK2 SCN2A SLC8A2	3
CCDC121 SEC14L4 SPAG8	CEP152	3
CCDC121 SEC14L4 SPAG8	CLTCL1 ID4	3
CCDC121 SEC14L4 SPAG8	COCH	3
CCDC121 SEC14L4 SPAG8	COL1A2	3
CCDC121 SEC14L4 SPAG8	COX17	3
CCDC121 SEC14L4 SPAG8	COX17 LAMA2	3
CCDC121 SEC14L4 SPAG8	CRB1	3
CCDC121 SEC14L4 SPAG8	CREB1	3
CCDC121 SEC14L4 SPAG8	CRYGC MAP3K1 POLQ	3
CCDC121 SEC14L4 SPAG8	CXCL13	3
CCDC121 SEC14L4 SPAG8	CXCL13 DLX5 LRP2BP	3
CCDC121 SEC14L4 SPAG8	CXCL2	3
CCDC121 SEC14L4 SPAG8	CXCL2 PTGER1	3
CCDC121 SEC14L4 SPAG8	CYP1A1 LAMA2	3
CCDC121 SEC14L4 SPAG8	CYP1A1 LAMA2 TRPC6	3
CCDC121 SEC14L4 SPAG8	CYP1A1 NHLH2	3
CCDC121 SEC14L4 SPAG8	CYP1A1 PABPN1	3
CCDC121 SEC14L4 SPAG8	CYP3A4	3
CCDC121 SEC14L4 SPAG8	CYP3A4 E2F6 ITPR3 SRRM1	4
CCDC121 SEC14L4 SPAG8	CYP3A4 ELF3 POLQ	3
CCDC121 SEC14L4 SPAG8	CYP3A4 FMO1 HNRNPL	3
CCDC121 SEC14L4 SPAG8	CYP3A4 FXYD6	3
CCDC121 SEC14L4 SPAG8	CYP3A4 PODXL	3
CCDC121 SEC14L4 SPAG8	CYP4A11 GKN1 ZSCAN18	3
CCDC121 SEC14L4 SPAG8	CYP4F8	3
CCDC121 SEC14L4 SPAG8	CYP4F8 ICAM4	3
CCDC121 SEC14L4 SPAG8	CYP4F8 MYO3A	3
CCDC121 SEC14L4 SPAG8	DAPK2	3
CCDC121 SEC14L4 SPAG8	DDR2 PRKCB	3
CCDC121 SEC14L4 SPAG8	DLX5	3
CCDC121 SEC14L4 SPAG8	DLX5 GRM4 TAS2R16	3
CCDC121 SEC14L4 SPAG8	DNM3	3
CCDC121 SEC14L4 SPAG8	DNM3 STXBP2	3
CCDC121 SEC14L4 SPAG8	DPPA4	3
CCDC121 SEC14L4 SPAG8	DPPA4 HRG	3
CCDC121 SEC14L4 SPAG8	DTNA	3
CCDC121 SEC14L4 SPAG8	DYNC1H1 SNAI1	3
CCDC121 SEC14L4 SPAG8	E2F6 PTGER1	3
CCDC121 SEC14L4 SPAG8	ELF3	3
CCDC121 SEC14L4 SPAG8	ELF3 FGF22	3
CCDC121 SEC14L4 SPAG8	ELF3 PTGER1	3
CCDC121 SEC14L4 SPAG8	ELF3 SCN1B SLCO4C1	3
CCDC121 SEC14L4 SPAG8	EPHA7	3
CCDC121 SEC14L4 SPAG8	EWSR1	3
CCDC121 SEC14L4 SPAG8	EWSR1 HRG	3
CCDC121 SEC14L4 SPAG8	EWSR1 MED22	3
CCDC121 SEC14L4 SPAG8	EWSR1 PRMT1	3
CCDC121 SEC14L4 SPAG8	EWSR1 SCN2A	3
CCDC121 SEC14L4 SPAG8	EWSR1 SLC7A2	3
CCDC121 SEC14L4 SPAG8	EWSR1 SPRR1A	3
CCDC121 SEC14L4 SPAG8	EWSR1 UBQLN3	3
CCDC121 SEC14L4 SPAG8	FGA	3
CCDC121 SEC14L4 SPAG8	FGB	3
CCDC121 SEC14L4 SPAG8	FGF22	3
CCDC121 SEC14L4 SPAG8	FGR	3
CCDC121 SEC14L4 SPAG8	FXYD6	3
CCDC121 SEC14L4 SPAG8	GAS1 TP53	3
CCDC121 SEC14L4 SPAG8	GLDC ZSCAN18	3
CCDC121 SEC14L4 SPAG8	GLTSCR2	3
CCDC121 SEC14L4 SPAG8	GLTSCR2 MTCH1	3
CCDC121 SEC14L4 SPAG8	GNG3	3
CCDC121 SEC14L4 SPAG8	GNG3 HBE1	3
CCDC121 SEC14L4 SPAG8	GNG3 HTR2A	3
CCDC121 SEC14L4 SPAG8	GNG3 MTCH1	3
CCDC121 SEC14L4 SPAG8	GNG3 SEC14L4	-3
CCDC121 SEC14L4 SPAG8	GNG3 TAS2R16	3
CCDC121 SEC14L4 SPAG8	GPR68	3
CCDC121 SEC14L4 SPAG8	GPR68 GRM4	3
CCDC121 SEC14L4 SPAG8	GRM4	3
CCDC121 SEC14L4 SPAG8	GRM4 ITPR3	3
CCDC121 SEC14L4 SPAG8	GTF2F2	3
CCDC121 SEC14L4 SPAG8	GUCY2D	3
CCDC121 SEC14L4 SPAG8	H1F0	3
CCDC121 SEC14L4 SPAG8	H1F0 SOX2 TGFB3	3
CCDC121 SEC14L4 SPAG8	HAO1	3
CCDC121 SEC14L4 SPAG8	HBE1	3
CCDC121 SEC14L4 SPAG8	HCN2	3
CCDC121 SEC14L4 SPAG8	HRG	3
CCDC121 SEC14L4 SPAG8	HRG RASGRF1	3
CCDC121 SEC14L4 SPAG8	HRG RYR1	3
CCDC121 SEC14L4 SPAG8	HRG TNFSF10	3
CCDC121 SEC14L4 SPAG8	HSP90AA1	3
CCDC121 SEC14L4 SPAG8	HTR2A	3
CCDC121 SEC14L4 SPAG8	IAPP	3
CCDC121 SEC14L4 SPAG8	ICAM4 PCSK5	3
CCDC121 SEC14L4 SPAG8	ID4	3
CCDC121 SEC14L4 SPAG8	IL2RA	3
CCDC121 SEC14L4 SPAG8	ITPR3	3
CCDC121 SEC14L4 SPAG8	ITPR3 PTPRR	3
CCDC121 SEC14L4 SPAG8	KCNA1	3
CCDC121 SEC14L4 SPAG8	KCNA1 RASGRF1 SRRM1	3
CCDC121 SEC14L4 SPAG8	KCNA1 UBQLN3	3
CCDC121 SEC14L4 SPAG8	KCNJ16	3
CCDC121 SEC14L4 SPAG8	KCNJ16 SCN2A	3
CCDC121 SEC14L4 SPAG8	KCNJ9 KIAA0922	3
CCDC121 SEC14L4 SPAG8	KCNQ1DN TRH	3
CCDC121 SEC14L4 SPAG8	KIAA0922	3
CCDC121 SEC14L4 SPAG8	KIF14	3
CCDC121 SEC14L4 SPAG8	KRT33B NCF1	3
CCDC121 SEC14L4 SPAG8	KRT33B SLC7A2	3
CCDC121 SEC14L4 SPAG8	LAMA2	3
CCDC121 SEC14L4 SPAG8	LAMA2 TLE4 TP53	3
CCDC121 SEC14L4 SPAG8	LAP3	3
CCDC121 SEC14L4 SPAG8	LFNG	3
CCDC121 SEC14L4 SPAG8	LRP2BP	3
CCDC121 SEC14L4 SPAG8	MED22	3
CCDC121 SEC14L4 SPAG8	MS4A2	3
CCDC121 SEC14L4 SPAG8	MTCH1	3
CCDC121 SEC14L4 SPAG8	MYO16	3
CCDC121 SEC14L4 SPAG8	MYO16 PRMT1	3
CCDC121 SEC14L4 SPAG8	MYO16 UBQLN3	3
CCDC121 SEC14L4 SPAG8	MYO3A	3
CCDC121 SEC14L4 SPAG8	NHLH2	3
CCDC121 SEC14L4 SPAG8	NHLH2 SERINC2 UBQLN3	3
CCDC121 SEC14L4 SPAG8	NPY2R	3
CCDC121 SEC14L4 SPAG8	NPY5R	3
CCDC121 SEC14L4 SPAG8	NPY5R SCN1B	3
CCDC121 SEC14L4 SPAG8	PABPN1	3
CCDC121 SEC14L4 SPAG8	PABPN1 SCN1B SLCO4C1	3
CCDC121 SEC14L4 SPAG8	PAIP2B	3
CCDC121 SEC14L4 SPAG8	PAIP2B SLC6A13	3
CCDC121 SEC14L4 SPAG8	PF4V1	3
CCDC121 SEC14L4 SPAG8	PLA2G2E	3
CCDC121 SEC14L4 SPAG8	PODXL	3
CCDC121 SEC14L4 SPAG8	POLQ	3
CCDC121 SEC14L4 SPAG8	PRMT1	3
CCDC121 SEC14L4 SPAG8	PRMT1 UBQLN3	3
CCDC121 SEC14L4 SPAG8	PTGER1	3
CCDC121 SEC14L4 SPAG8	PTPRR	3
CCDC121 SEC14L4 SPAG8	RASGRF1	3
CCDC121 SEC14L4 SPAG8	RASGRF1 STXBP2 TDO2	3
CCDC121 SEC14L4 SPAG8	RASGRP3	3
CCDC121 SEC14L4 SPAG8	RGS16	3
CCDC121 SEC14L4 SPAG8	RYR1	3
CCDC121 SEC14L4 SPAG8	RYR1 SSTR4	3
CCDC121 SEC14L4 SPAG8	SCN1B	3
CCDC121 SEC14L4 SPAG8	SCN2A	3
CCDC121 SEC14L4 SPAG8	SEC14L4	-3
CCDC121 SEC14L4 SPAG8	SERINC2	3
CCDC121 SEC14L4 SPAG8	SLC12A2	3
CCDC121 SEC14L4 SPAG8	SLC16A7	3
CCDC121 SEC14L4 SPAG8	SLC25A1	3
CCDC121 SEC14L4 SPAG8	SLC30A3	3
CCDC121 SEC14L4 SPAG8	SLC6A13	3
CCDC121 SEC14L4 SPAG8	SLC8A2	3
CCDC121 SEC14L4 SPAG8	SLCO1A2	3
CCDC121 SEC14L4 SPAG8	SLCO2A1	3
CCDC121 SEC14L4 SPAG8	SPAG8	-3
CCDC121 SEC14L4 SPAG8	SRRM1	3
CCDC121 SEC14L4 SPAG8	SSTR4	3
CCDC121 SEC14L4 SPAG8	ST3GAL1	3
CCDC121 SEC14L4 SPAG8	STK39	3
CCDC121 SEC14L4 SPAG8	SV2B	3
CCDC121 SEC14L4 SPAG8	SYNE1	3
CCDC121 SEC14L4 SPAG8	TAS2R16	3
CCDC121 SEC14L4 SPAG8	TGFB3	3
CCDC121 SEC14L4 SPAG8	TLE4	3
CCDC121 SEC14L4 SPAG8	TLE4 TP53	3
CCDC121 SEC14L4 SPAG8	TMEM57	3
CCDC121 SEC14L4 SPAG8	TNFAIP8	3
CCDC121 SEC14L4 SPAG8	TNFSF10	3
CCDC121 SEC14L4 SPAG8	TNS1	3
CCDC121 SEC14L4 SPAG8	TP53	3
CCDC121 SEC14L4 SPAG8	TP53 TRPC6	3
CCDC121 SEC14L4 SPAG8	TRPC6	3
CCDC121 SEC14L4 SPAG8	TSGA10	3
CCDC121 SEC14L4 SPAG8	TST	3
CCDC121 SEC14L4 SPAG8	U2AF2	3
