SignatureA	SignatureB	LD
GAS1 TP53	GRM4 ITPR3	2
GAS1 TP53	GTF2F2	2
GAS1 TP53	GUCY2D	2
GAS1 TP53	H1F0	2
GAS1 TP53	H1F0 SOX2 TGFB3	3
GAS1 TP53	HAO1	2
GAS1 TP53	HBE1	2
GAS1 TP53	HCN2	2
GAS1 TP53	HRG	2
GAS1 TP53	HRG RASGRF1	2
GAS1 TP53	HRG RYR1	2
GAS1 TP53	HRG TNFSF10	2
GAS1 TP53	HSP90AA1	2
GAS1 TP53	HTR2A	2
GAS1 TP53	IAPP	2
GAS1 TP53	ICAM4 PCSK5	2
GAS1 TP53	ID4	2
GAS1 TP53	IL2RA	2
GAS1 TP53	ITPR3	2
GAS1 TP53	ITPR3 PTPRR	2
GAS1 TP53	KCNA1	2
GAS1 TP53	KCNA1 RASGRF1 SRRM1	3
GAS1 TP53	KCNA1 UBQLN3	2
GAS1 TP53	KCNJ16	2
GAS1 TP53	KCNJ16 SCN2A	2
GAS1 TP53	KCNJ9 KIAA0922	2
GAS1 TP53	KCNQ1DN TRH	2
GAS1 TP53	KIAA0922	2
GAS1 TP53	KIF14	2
GAS1 TP53	KRT33B NCF1	2
GAS1 TP53	KRT33B SLC7A2	2
GAS1 TP53	LAMA2	2
GAS1 TP53	LAMA2 TLE4 TP53	-3
GAS1 TP53	LAP3	2
GAS1 TP53	LFNG	2
GAS1 TP53	LRP2BP	2
GAS1 TP53	MED22	2
GAS1 TP53	MS4A2	2
GAS1 TP53	MTCH1	2
GAS1 TP53	MYO16	2
GAS1 TP53	MYO16 PRMT1	2
GAS1 TP53	MYO16 UBQLN3	2
GAS1 TP53	MYO3A	2
GAS1 TP53	NHLH2	2
GAS1 TP53	NHLH2 SERINC2 UBQLN3	3
GAS1 TP53	NPY2R	2
GAS1 TP53	NPY5R	2
GAS1 TP53	NPY5R SCN1B	2
GAS1 TP53	PABPN1	2
GAS1 TP53	PABPN1 SCN1B SLCO4C1	3
GAS1 TP53	PAIP2B	2
GAS1 TP53	PAIP2B SLC6A13	2
GAS1 TP53	PF4V1	2
GAS1 TP53	PLA2G2E	2
GAS1 TP53	PODXL	2
GAS1 TP53	POLQ	2
GAS1 TP53	PRMT1	2
GAS1 TP53	PRMT1 UBQLN3	2
GAS1 TP53	PTGER1	2
GAS1 TP53	PTPRR	2
GAS1 TP53	RASGRF1	2
GAS1 TP53	RASGRF1 STXBP2 TDO2	3
GAS1 TP53	RASGRP3	2
GAS1 TP53	RGS16	2
GAS1 TP53	RYR1	2
GAS1 TP53	RYR1 SSTR4	2
GAS1 TP53	SCN1B	2
GAS1 TP53	SCN2A	2
GAS1 TP53	SEC14L4	2
GAS1 TP53	SERINC2	2
GAS1 TP53	SLC12A2	2
GAS1 TP53	SLC16A7	2
GAS1 TP53	SLC25A1	2
GAS1 TP53	SLC30A3	2
GAS1 TP53	SLC6A13	2
GAS1 TP53	SLC8A2	2
GAS1 TP53	SLCO1A2	2
GAS1 TP53	SLCO2A1	2
GAS1 TP53	SPAG8	2
GAS1 TP53	SRRM1	2
GAS1 TP53	SSTR4	2
GAS1 TP53	ST3GAL1	2
GAS1 TP53	STK39	2
GAS1 TP53	SV2B	2
GAS1 TP53	SYNE1	2
GAS1 TP53	TAS2R16	2
GAS1 TP53	TGFB3	2
GAS1 TP53	TLE4	2
GAS1 TP53	TLE4 TP53	-4
GAS1 TP53	TMEM57	2
GAS1 TP53	TNFAIP8	2
GAS1 TP53	TNFSF10	2
GAS1 TP53	TNS1	2
GAS1 TP53	TP53	-4
GAS1 TP53	TP53 TRPC6	-3
GAS1 TP53	TRPC6	2
GAS1 TP53	TSGA10	2
GAS1 TP53	TST	2
GAS1 TP53	U2AF2	2
GAS1 TP53	UBQLN3	2
GAS1 TP53	UCN	2
GAS1 TP53	VPS4A	2
GAS1 TP53	WNT1	2
GLDC ZSCAN18	GLTSCR2	2
GLDC ZSCAN18	GLTSCR2 MTCH1	2
GLDC ZSCAN18	GNG3	2
GLDC ZSCAN18	GNG3 HBE1	2
GLDC ZSCAN18	GNG3 HTR2A	2
GLDC ZSCAN18	GNG3 MTCH1	2
GLDC ZSCAN18	GNG3 SEC14L4	2
GLDC ZSCAN18	GNG3 TAS2R16	2
GLDC ZSCAN18	GPR68	2
GLDC ZSCAN18	GPR68 GRM4	2
GLDC ZSCAN18	GRM4	2
GLDC ZSCAN18	GRM4 ITPR3	2
GLDC ZSCAN18	GTF2F2	2
GLDC ZSCAN18	GUCY2D	2
GLDC ZSCAN18	H1F0	2
GLDC ZSCAN18	H1F0 SOX2 TGFB3	3
GLDC ZSCAN18	HAO1	2
GLDC ZSCAN18	HBE1	2
GLDC ZSCAN18	HCN2	2
GLDC ZSCAN18	HRG	2
GLDC ZSCAN18	HRG RASGRF1	2
GLDC ZSCAN18	HRG RYR1	2
GLDC ZSCAN18	HRG TNFSF10	2
GLDC ZSCAN18	HSP90AA1	2
GLDC ZSCAN18	HTR2A	2
GLDC ZSCAN18	IAPP	2
GLDC ZSCAN18	ICAM4 PCSK5	2
GLDC ZSCAN18	ID4	2
GLDC ZSCAN18	IL2RA	2
GLDC ZSCAN18	ITPR3	2
GLDC ZSCAN18	ITPR3 PTPRR	2
GLDC ZSCAN18	KCNA1	2
GLDC ZSCAN18	KCNA1 RASGRF1 SRRM1	3
GLDC ZSCAN18	KCNA1 UBQLN3	2
GLDC ZSCAN18	KCNJ16	2
GLDC ZSCAN18	KCNJ16 SCN2A	2
GLDC ZSCAN18	KCNJ9 KIAA0922	2
GLDC ZSCAN18	KCNQ1DN TRH	2
GLDC ZSCAN18	KIAA0922	2
GLDC ZSCAN18	KIF14	2
GLDC ZSCAN18	KRT33B NCF1	2
GLDC ZSCAN18	KRT33B SLC7A2	2
GLDC ZSCAN18	LAMA2	2
GLDC ZSCAN18	LAMA2 TLE4 TP53	3
GLDC ZSCAN18	LAP3	2
GLDC ZSCAN18	LFNG	2
GLDC ZSCAN18	LRP2BP	2
GLDC ZSCAN18	MED22	2
GLDC ZSCAN18	MS4A2	2
GLDC ZSCAN18	MTCH1	2
GLDC ZSCAN18	MYO16	2
GLDC ZSCAN18	MYO16 PRMT1	2
GLDC ZSCAN18	MYO16 UBQLN3	2
GLDC ZSCAN18	MYO3A	2
GLDC ZSCAN18	NHLH2	2
GLDC ZSCAN18	NHLH2 SERINC2 UBQLN3	3
GLDC ZSCAN18	NPY2R	2
GLDC ZSCAN18	NPY5R	2
GLDC ZSCAN18	NPY5R SCN1B	2
GLDC ZSCAN18	PABPN1	2
GLDC ZSCAN18	PABPN1 SCN1B SLCO4C1	3
GLDC ZSCAN18	PAIP2B	2
GLDC ZSCAN18	PAIP2B SLC6A13	2
GLDC ZSCAN18	PF4V1	2
GLDC ZSCAN18	PLA2G2E	2
GLDC ZSCAN18	PODXL	2
GLDC ZSCAN18	POLQ	2
GLDC ZSCAN18	PRMT1	2
GLDC ZSCAN18	PRMT1 UBQLN3	2
GLDC ZSCAN18	PTGER1	2
GLDC ZSCAN18	PTPRR	2
GLDC ZSCAN18	RASGRF1	2
GLDC ZSCAN18	RASGRF1 STXBP2 TDO2	3
GLDC ZSCAN18	RASGRP3	2
GLDC ZSCAN18	RGS16	2
GLDC ZSCAN18	RYR1	2
GLDC ZSCAN18	RYR1 SSTR4	2
GLDC ZSCAN18	SCN1B	2
GLDC ZSCAN18	SCN2A	2
GLDC ZSCAN18	SEC14L4	2
GLDC ZSCAN18	SERINC2	2
GLDC ZSCAN18	SLC12A2	2
GLDC ZSCAN18	SLC16A7	2
GLDC ZSCAN18	SLC25A1	2
GLDC ZSCAN18	SLC30A3	2
GLDC ZSCAN18	SLC6A13	2
GLDC ZSCAN18	SLC8A2	2
GLDC ZSCAN18	SLCO1A2	2
GLDC ZSCAN18	SLCO2A1	2
GLDC ZSCAN18	SPAG8	2
GLDC ZSCAN18	SRRM1	2
GLDC ZSCAN18	SSTR4	2
GLDC ZSCAN18	ST3GAL1	2
GLDC ZSCAN18	STK39	2
GLDC ZSCAN18	SV2B	2
GLDC ZSCAN18	SYNE1	2
GLDC ZSCAN18	TAS2R16	2
GLDC ZSCAN18	TGFB3	2
GLDC ZSCAN18	TLE4	2
GLDC ZSCAN18	TLE4 TP53	2
GLDC ZSCAN18	TMEM57	2
GLDC ZSCAN18	TNFAIP8	2
GLDC ZSCAN18	TNFSF10	2
GLDC ZSCAN18	TNS1	2
GLDC ZSCAN18	TP53	2
GLDC ZSCAN18	TP53 TRPC6	2
GLDC ZSCAN18	TRPC6	2
GLDC ZSCAN18	TSGA10	2
GLDC ZSCAN18	TST	2
GLDC ZSCAN18	U2AF2	2
GLDC ZSCAN18	UBQLN3	2
GLDC ZSCAN18	UCN	2
GLDC ZSCAN18	VPS4A	2
GLDC ZSCAN18	WNT1	2
GLTSCR2	GLTSCR2 MTCH1	-4
GLTSCR2	GNG3	1
GLTSCR2	GNG3 HBE1	2
GLTSCR2	GNG3 HTR2A	2
GLTSCR2	GNG3 MTCH1	2
GLTSCR2	GNG3 SEC14L4	2
GLTSCR2	GNG3 TAS2R16	2
GLTSCR2	GPR68	1
GLTSCR2	GPR68 GRM4	2
GLTSCR2	GRM4	1
GLTSCR2	GRM4 ITPR3	2
GLTSCR2	GTF2F2	1
GLTSCR2	GUCY2D	1
GLTSCR2	H1F0	1
GLTSCR2	H1F0 SOX2 TGFB3	3
GLTSCR2	HAO1	1
GLTSCR2	HBE1	1
GLTSCR2	HCN2	1
GLTSCR2	HRG	1
GLTSCR2	HRG RASGRF1	2
GLTSCR2	HRG RYR1	2
GLTSCR2	HRG TNFSF10	2
GLTSCR2	HSP90AA1	1
GLTSCR2	HTR2A	1
GLTSCR2	IAPP	1
GLTSCR2	ICAM4 PCSK5	2
GLTSCR2	ID4	1
GLTSCR2	IL2RA	1
GLTSCR2	ITPR3	1
GLTSCR2	ITPR3 PTPRR	2
GLTSCR2	KCNA1	1
GLTSCR2	KCNA1 RASGRF1 SRRM1	3
GLTSCR2	KCNA1 UBQLN3	2
GLTSCR2	KCNJ16	1
GLTSCR2	KCNJ16 SCN2A	2
GLTSCR2	KCNJ9 KIAA0922	2
GLTSCR2	KCNQ1DN TRH	2
GLTSCR2	KIAA0922	1
GLTSCR2	KIF14	1
GLTSCR2	KRT33B NCF1	2
GLTSCR2	KRT33B SLC7A2	2
GLTSCR2	LAMA2	1
GLTSCR2	LAMA2 TLE4 TP53	3
GLTSCR2	LAP3	1
GLTSCR2	LFNG	1
GLTSCR2	LRP2BP	1
GLTSCR2	MED22	1
GLTSCR2	MS4A2	1
GLTSCR2	MTCH1	1
GLTSCR2	MYO16	1
GLTSCR2	MYO16 PRMT1	2
GLTSCR2	MYO16 UBQLN3	2
GLTSCR2	MYO3A	1
GLTSCR2	NHLH2	1
GLTSCR2	NHLH2 SERINC2 UBQLN3	3
GLTSCR2	NPY2R	1
GLTSCR2	NPY5R	1
GLTSCR2	NPY5R SCN1B	2
GLTSCR2	PABPN1	1
GLTSCR2	PABPN1 SCN1B SLCO4C1	3
GLTSCR2	PAIP2B	1
GLTSCR2	PAIP2B SLC6A13	2
GLTSCR2	PF4V1	1
GLTSCR2	PLA2G2E	1
GLTSCR2	PODXL	1
GLTSCR2	POLQ	1
GLTSCR2	PRMT1	1
GLTSCR2	PRMT1 UBQLN3	2
GLTSCR2	PTGER1	1
GLTSCR2	PTPRR	1
GLTSCR2	RASGRF1	1
GLTSCR2	RASGRF1 STXBP2 TDO2	3
GLTSCR2	RASGRP3	1
GLTSCR2	RGS16	1
GLTSCR2	RYR1	1
GLTSCR2	RYR1 SSTR4	2
GLTSCR2	SCN1B	1
GLTSCR2	SCN2A	1
GLTSCR2	SEC14L4	1
GLTSCR2	SERINC2	1
GLTSCR2	SLC12A2	1
GLTSCR2	SLC16A7	1
GLTSCR2	SLC25A1	1
GLTSCR2	SLC30A3	1
GLTSCR2	SLC6A13	1
GLTSCR2	SLC8A2	1
GLTSCR2	SLCO1A2	1
GLTSCR2	SLCO2A1	1
GLTSCR2	SPAG8	1
GLTSCR2	SRRM1	1
GLTSCR2	SSTR4	1
GLTSCR2	ST3GAL1	1
GLTSCR2	STK39	1
GLTSCR2	SV2B	1
GLTSCR2	SYNE1	1
GLTSCR2	TAS2R16	1
GLTSCR2	TGFB3	1
GLTSCR2	TLE4	1
GLTSCR2	TLE4 TP53	2
GLTSCR2	TMEM57	1
GLTSCR2	TNFAIP8	1
GLTSCR2	TNFSF10	1
GLTSCR2	TNS1	1
GLTSCR2	TP53	1
GLTSCR2	TP53 TRPC6	2
GLTSCR2	TRPC6	1
GLTSCR2	TSGA10	1
GLTSCR2	TST	1
GLTSCR2	U2AF2	1
GLTSCR2	UBQLN3	1
GLTSCR2	UCN	1
GLTSCR2	VPS4A	1
GLTSCR2	WNT1	1
GLTSCR2 MTCH1	GNG3	2
GLTSCR2 MTCH1	GNG3 HBE1	2
GLTSCR2 MTCH1	GNG3 HTR2A	2
GLTSCR2 MTCH1	GNG3 MTCH1	-4
GLTSCR2 MTCH1	GNG3 SEC14L4	2
GLTSCR2 MTCH1	GNG3 TAS2R16	2
GLTSCR2 MTCH1	GPR68	2
GLTSCR2 MTCH1	GPR68 GRM4	2
GLTSCR2 MTCH1	GRM4	2
GLTSCR2 MTCH1	GRM4 ITPR3	2
GLTSCR2 MTCH1	GTF2F2	2
GLTSCR2 MTCH1	GUCY2D	2
GLTSCR2 MTCH1	H1F0	2
GLTSCR2 MTCH1	H1F0 SOX2 TGFB3	3
GLTSCR2 MTCH1	HAO1	2
GLTSCR2 MTCH1	HBE1	2
GLTSCR2 MTCH1	HCN2	2
GLTSCR2 MTCH1	HRG	2
GLTSCR2 MTCH1	HRG RASGRF1	2
GLTSCR2 MTCH1	HRG RYR1	2
GLTSCR2 MTCH1	HRG TNFSF10	2
GLTSCR2 MTCH1	HSP90AA1	2
GLTSCR2 MTCH1	HTR2A	2
GLTSCR2 MTCH1	IAPP	2
GLTSCR2 MTCH1	ICAM4 PCSK5	2
GLTSCR2 MTCH1	ID4	2
GLTSCR2 MTCH1	IL2RA	2
GLTSCR2 MTCH1	ITPR3	2
GLTSCR2 MTCH1	ITPR3 PTPRR	2
GLTSCR2 MTCH1	KCNA1	2
GLTSCR2 MTCH1	KCNA1 RASGRF1 SRRM1	3
GLTSCR2 MTCH1	KCNA1 UBQLN3	2
GLTSCR2 MTCH1	KCNJ16	2
GLTSCR2 MTCH1	KCNJ16 SCN2A	2
GLTSCR2 MTCH1	KCNJ9 KIAA0922	2
GLTSCR2 MTCH1	KCNQ1DN TRH	2
GLTSCR2 MTCH1	KIAA0922	2
GLTSCR2 MTCH1	KIF14	2
GLTSCR2 MTCH1	KRT33B NCF1	2
GLTSCR2 MTCH1	KRT33B SLC7A2	2
GLTSCR2 MTCH1	LAMA2	2
GLTSCR2 MTCH1	LAMA2 TLE4 TP53	3
GLTSCR2 MTCH1	LAP3	2
GLTSCR2 MTCH1	LFNG	2
GLTSCR2 MTCH1	LRP2BP	2
GLTSCR2 MTCH1	MED22	2
GLTSCR2 MTCH1	MS4A2	2
GLTSCR2 MTCH1	MTCH1	-4
GLTSCR2 MTCH1	MYO16	2
GLTSCR2 MTCH1	MYO16 PRMT1	2
GLTSCR2 MTCH1	MYO16 UBQLN3	2
GLTSCR2 MTCH1	MYO3A	2
GLTSCR2 MTCH1	NHLH2	2
GLTSCR2 MTCH1	NHLH2 SERINC2 UBQLN3	3
GLTSCR2 MTCH1	NPY2R	2
GLTSCR2 MTCH1	NPY5R	2
GLTSCR2 MTCH1	NPY5R SCN1B	2
GLTSCR2 MTCH1	PABPN1	2
GLTSCR2 MTCH1	PABPN1 SCN1B SLCO4C1	3
GLTSCR2 MTCH1	PAIP2B	2
GLTSCR2 MTCH1	PAIP2B SLC6A13	2
GLTSCR2 MTCH1	PF4V1	2
GLTSCR2 MTCH1	PLA2G2E	2
GLTSCR2 MTCH1	PODXL	2
GLTSCR2 MTCH1	POLQ	2
GLTSCR2 MTCH1	PRMT1	2
GLTSCR2 MTCH1	PRMT1 UBQLN3	2
GLTSCR2 MTCH1	PTGER1	2
GLTSCR2 MTCH1	PTPRR	2
GLTSCR2 MTCH1	RASGRF1	2
GLTSCR2 MTCH1	RASGRF1 STXBP2 TDO2	3
GLTSCR2 MTCH1	RASGRP3	2
GLTSCR2 MTCH1	RGS16	2
GLTSCR2 MTCH1	RYR1	2
GLTSCR2 MTCH1	RYR1 SSTR4	2
GLTSCR2 MTCH1	SCN1B	2
GLTSCR2 MTCH1	SCN2A	2
GLTSCR2 MTCH1	SEC14L4	2
GLTSCR2 MTCH1	SERINC2	2
GLTSCR2 MTCH1	SLC12A2	2
GLTSCR2 MTCH1	SLC16A7	2
GLTSCR2 MTCH1	SLC25A1	2
GLTSCR2 MTCH1	SLC30A3	2
GLTSCR2 MTCH1	SLC6A13	2
GLTSCR2 MTCH1	SLC8A2	2
GLTSCR2 MTCH1	SLCO1A2	2
GLTSCR2 MTCH1	SLCO2A1	2
GLTSCR2 MTCH1	SPAG8	2
GLTSCR2 MTCH1	SRRM1	2
GLTSCR2 MTCH1	SSTR4	2
GLTSCR2 MTCH1	ST3GAL1	2
GLTSCR2 MTCH1	STK39	2
GLTSCR2 MTCH1	SV2B	2
GLTSCR2 MTCH1	SYNE1	2
GLTSCR2 MTCH1	TAS2R16	2
GLTSCR2 MTCH1	TGFB3	2
GLTSCR2 MTCH1	TLE4	2
GLTSCR2 MTCH1	TLE4 TP53	2
GLTSCR2 MTCH1	TMEM57	2
GLTSCR2 MTCH1	TNFAIP8	2
GLTSCR2 MTCH1	TNFSF10	2
GLTSCR2 MTCH1	TNS1	2
GLTSCR2 MTCH1	TP53	2
GLTSCR2 MTCH1	TP53 TRPC6	2
GLTSCR2 MTCH1	TRPC6	2
GLTSCR2 MTCH1	TSGA10	2
GLTSCR2 MTCH1	TST	2
GLTSCR2 MTCH1	U2AF2	2
GLTSCR2 MTCH1	UBQLN3	2
GLTSCR2 MTCH1	UCN	2
GLTSCR2 MTCH1	VPS4A	2
GLTSCR2 MTCH1	WNT1	2
GNG3	GNG3 HBE1	-4
GNG3	GNG3 HTR2A	-4
GNG3	GNG3 MTCH1	-4
GNG3	GNG3 SEC14L4	-4
GNG3	GNG3 TAS2R16	-4
GNG3	GPR68	1
GNG3	GPR68 GRM4	2
GNG3	GRM4	1
GNG3	GRM4 ITPR3	2
GNG3	GTF2F2	1
GNG3	GUCY2D	1
GNG3	H1F0	1
GNG3	H1F0 SOX2 TGFB3	3
GNG3	HAO1	1
GNG3	HBE1	1
GNG3	HCN2	1
GNG3	HRG	1
GNG3	HRG RASGRF1	2
GNG3	HRG RYR1	2
GNG3	HRG TNFSF10	2
GNG3	HSP90AA1	1
GNG3	HTR2A	1
GNG3	IAPP	1
GNG3	ICAM4 PCSK5	2
GNG3	ID4	1
GNG3	IL2RA	1
GNG3	ITPR3	1
GNG3	ITPR3 PTPRR	2
GNG3	KCNA1	1
GNG3	KCNA1 RASGRF1 SRRM1	3
GNG3	KCNA1 UBQLN3	2
GNG3	KCNJ16	1
GNG3	KCNJ16 SCN2A	2
GNG3	KCNJ9 KIAA0922	2
GNG3	KCNQ1DN TRH	2
GNG3	KIAA0922	1
GNG3	KIF14	1
GNG3	KRT33B NCF1	2
GNG3	KRT33B SLC7A2	2
GNG3	LAMA2	1
GNG3	LAMA2 TLE4 TP53	3
GNG3	LAP3	1
GNG3	LFNG	1
GNG3	LRP2BP	1
GNG3	MED22	1
GNG3	MS4A2	1
GNG3	MTCH1	1
GNG3	MYO16	1
GNG3	MYO16 PRMT1	2
GNG3	MYO16 UBQLN3	2
GNG3	MYO3A	1
GNG3	NHLH2	1
GNG3	NHLH2 SERINC2 UBQLN3	3
GNG3	NPY2R	1
GNG3	NPY5R	1
GNG3	NPY5R SCN1B	2
GNG3	PABPN1	1
GNG3	PABPN1 SCN1B SLCO4C1	3
GNG3	PAIP2B	1
GNG3	PAIP2B SLC6A13	2
GNG3	PF4V1	1
GNG3	PLA2G2E	1
GNG3	PODXL	1
GNG3	POLQ	1
GNG3	PRMT1	1
GNG3	PRMT1 UBQLN3	2
GNG3	PTGER1	1
GNG3	PTPRR	1
GNG3	RASGRF1	1
GNG3	RASGRF1 STXBP2 TDO2	3
GNG3	RASGRP3	1
GNG3	RGS16	1
GNG3	RYR1	1
GNG3	RYR1 SSTR4	2
GNG3	SCN1B	1
GNG3	SCN2A	1
GNG3	SEC14L4	1
GNG3	SERINC2	1
GNG3	SLC12A2	1
GNG3	SLC16A7	1
GNG3	SLC25A1	1
GNG3	SLC30A3	1
GNG3	SLC6A13	1
GNG3	SLC8A2	1
GNG3	SLCO1A2	1
GNG3	SLCO2A1	1
GNG3	SPAG8	1
GNG3	SRRM1	1
GNG3	SSTR4	1
GNG3	ST3GAL1	1
GNG3	STK39	1
GNG3	SV2B	1
GNG3	SYNE1	1
GNG3	TAS2R16	1
GNG3	TGFB3	1
GNG3	TLE4	1
GNG3	TLE4 TP53	2
GNG3	TMEM57	1
GNG3	TNFAIP8	1
GNG3	TNFSF10	1
GNG3	TNS1	1
GNG3	TP53	1
GNG3	TP53 TRPC6	2
GNG3	TRPC6	1
GNG3	TSGA10	1
GNG3	TST	1
GNG3	U2AF2	1
GNG3	UBQLN3	1
GNG3	UCN	1
GNG3	VPS4A	1
GNG3	WNT1	1
GNG3 HBE1	GNG3 HTR2A	-4
GNG3 HBE1	GNG3 MTCH1	-4
GNG3 HBE1	GNG3 SEC14L4	-4
GNG3 HBE1	GNG3 TAS2R16	-4
GNG3 HBE1	GPR68	2
GNG3 HBE1	GPR68 GRM4	2
GNG3 HBE1	GRM4	2
GNG3 HBE1	GRM4 ITPR3	2
GNG3 HBE1	GTF2F2	2
GNG3 HBE1	GUCY2D	2
GNG3 HBE1	H1F0	2
GNG3 HBE1	H1F0 SOX2 TGFB3	3
GNG3 HBE1	HAO1	2
GNG3 HBE1	HBE1	-4
GNG3 HBE1	HCN2	2
GNG3 HBE1	HRG	2
GNG3 HBE1	HRG RASGRF1	2
GNG3 HBE1	HRG RYR1	2
GNG3 HBE1	HRG TNFSF10	2
GNG3 HBE1	HSP90AA1	2
GNG3 HBE1	HTR2A	2
GNG3 HBE1	IAPP	2
GNG3 HBE1	ICAM4 PCSK5	2
GNG3 HBE1	ID4	2
GNG3 HBE1	IL2RA	2
GNG3 HBE1	ITPR3	2
GNG3 HBE1	ITPR3 PTPRR	2
GNG3 HBE1	KCNA1	2
GNG3 HBE1	KCNA1 RASGRF1 SRRM1	3
GNG3 HBE1	KCNA1 UBQLN3	2
GNG3 HBE1	KCNJ16	2
GNG3 HBE1	KCNJ16 SCN2A	2
GNG3 HBE1	KCNJ9 KIAA0922	2
GNG3 HBE1	KCNQ1DN TRH	2
GNG3 HBE1	KIAA0922	2
GNG3 HBE1	KIF14	2
GNG3 HBE1	KRT33B NCF1	2
GNG3 HBE1	KRT33B SLC7A2	2
GNG3 HBE1	LAMA2	2
GNG3 HBE1	LAMA2 TLE4 TP53	3
GNG3 HBE1	LAP3	2
GNG3 HBE1	LFNG	2
GNG3 HBE1	LRP2BP	2
GNG3 HBE1	MED22	2
GNG3 HBE1	MS4A2	2
GNG3 HBE1	MTCH1	2
GNG3 HBE1	MYO16	2
GNG3 HBE1	MYO16 PRMT1	2
GNG3 HBE1	MYO16 UBQLN3	2
GNG3 HBE1	MYO3A	2
GNG3 HBE1	NHLH2	2
GNG3 HBE1	NHLH2 SERINC2 UBQLN3	3
GNG3 HBE1	NPY2R	2
GNG3 HBE1	NPY5R	2
GNG3 HBE1	NPY5R SCN1B	2
GNG3 HBE1	PABPN1	2
GNG3 HBE1	PABPN1 SCN1B SLCO4C1	3
GNG3 HBE1	PAIP2B	2
GNG3 HBE1	PAIP2B SLC6A13	2
GNG3 HBE1	PF4V1	2
GNG3 HBE1	PLA2G2E	2
GNG3 HBE1	PODXL	2
GNG3 HBE1	POLQ	2
GNG3 HBE1	PRMT1	2
GNG3 HBE1	PRMT1 UBQLN3	2
GNG3 HBE1	PTGER1	2
GNG3 HBE1	PTPRR	2
GNG3 HBE1	RASGRF1	2
GNG3 HBE1	RASGRF1 STXBP2 TDO2	3
GNG3 HBE1	RASGRP3	2
GNG3 HBE1	RGS16	2
GNG3 HBE1	RYR1	2
GNG3 HBE1	RYR1 SSTR4	2
GNG3 HBE1	SCN1B	2
GNG3 HBE1	SCN2A	2
GNG3 HBE1	SEC14L4	2
GNG3 HBE1	SERINC2	2
GNG3 HBE1	SLC12A2	2
GNG3 HBE1	SLC16A7	2
GNG3 HBE1	SLC25A1	2
GNG3 HBE1	SLC30A3	2
GNG3 HBE1	SLC6A13	2
GNG3 HBE1	SLC8A2	2
GNG3 HBE1	SLCO1A2	2
GNG3 HBE1	SLCO2A1	2
GNG3 HBE1	SPAG8	2
GNG3 HBE1	SRRM1	2
GNG3 HBE1	SSTR4	2
GNG3 HBE1	ST3GAL1	2
GNG3 HBE1	STK39	2
GNG3 HBE1	SV2B	2
GNG3 HBE1	SYNE1	2
GNG3 HBE1	TAS2R16	2
GNG3 HBE1	TGFB3	2
GNG3 HBE1	TLE4	2
GNG3 HBE1	TLE4 TP53	2
GNG3 HBE1	TMEM57	2
GNG3 HBE1	TNFAIP8	2
GNG3 HBE1	TNFSF10	2
GNG3 HBE1	TNS1	2
GNG3 HBE1	TP53	2
GNG3 HBE1	TP53 TRPC6	2
GNG3 HBE1	TRPC6	2
GNG3 HBE1	TSGA10	2
GNG3 HBE1	TST	2
GNG3 HBE1	U2AF2	2
GNG3 HBE1	UBQLN3	2
GNG3 HBE1	UCN	2
GNG3 HBE1	VPS4A	2
GNG3 HBE1	WNT1	2
GNG3 HTR2A	GNG3 MTCH1	-4
GNG3 HTR2A	GNG3 SEC14L4	-4
GNG3 HTR2A	GNG3 TAS2R16	-4
GNG3 HTR2A	GPR68	2
GNG3 HTR2A	GPR68 GRM4	2
GNG3 HTR2A	GRM4	2
GNG3 HTR2A	GRM4 ITPR3	2
GNG3 HTR2A	GTF2F2	2
GNG3 HTR2A	GUCY2D	2
GNG3 HTR2A	H1F0	2
GNG3 HTR2A	H1F0 SOX2 TGFB3	3
GNG3 HTR2A	HAO1	2
GNG3 HTR2A	HBE1	2
GNG3 HTR2A	HCN2	2
GNG3 HTR2A	HRG	2
GNG3 HTR2A	HRG RASGRF1	2
GNG3 HTR2A	HRG RYR1	2
GNG3 HTR2A	HRG TNFSF10	2
GNG3 HTR2A	HSP90AA1	2
GNG3 HTR2A	HTR2A	-4
GNG3 HTR2A	IAPP	2
GNG3 HTR2A	ICAM4 PCSK5	2
GNG3 HTR2A	ID4	2
GNG3 HTR2A	IL2RA	2
GNG3 HTR2A	ITPR3	2
GNG3 HTR2A	ITPR3 PTPRR	2
GNG3 HTR2A	KCNA1	2
GNG3 HTR2A	KCNA1 RASGRF1 SRRM1	3
GNG3 HTR2A	KCNA1 UBQLN3	2
GNG3 HTR2A	KCNJ16	2
GNG3 HTR2A	KCNJ16 SCN2A	2
GNG3 HTR2A	KCNJ9 KIAA0922	2
GNG3 HTR2A	KCNQ1DN TRH	2
GNG3 HTR2A	KIAA0922	2
GNG3 HTR2A	KIF14	2
GNG3 HTR2A	KRT33B NCF1	2
GNG3 HTR2A	KRT33B SLC7A2	2
GNG3 HTR2A	LAMA2	2
GNG3 HTR2A	LAMA2 TLE4 TP53	3
GNG3 HTR2A	LAP3	2
GNG3 HTR2A	LFNG	2
GNG3 HTR2A	LRP2BP	2
GNG3 HTR2A	MED22	2
GNG3 HTR2A	MS4A2	2
GNG3 HTR2A	MTCH1	2
GNG3 HTR2A	MYO16	2
GNG3 HTR2A	MYO16 PRMT1	2
GNG3 HTR2A	MYO16 UBQLN3	2
